,0
4925,gender
4926,sport
4927,physical
4928,mental
4929,im
4930,aware
4931,difference
4932,follow
4933,question
4934,seperate
4935,title
4936,mentally
4937,fully
4938,grow
4939,men
4940,woman
4941,right
4942,point
4943,seperating
4944,gender
4945,sport
4946,physical
4947,mental
4948,im
4949,aware
4950,difference
4951,sherlock
4952,holmes
4953,would
4954,know
4955,basic
4956,chess
4957,deduction
4958,develop
4959,control
4960,centre
4961,etc
4962,deduction
4963,would
4964,n't
4965,know
4966,opening
4967,might
4968,look
4969,opponent
4970,see
4971,manner
4972,clothes
4973,recover
4974,alocoholic
4975,perhaps
4976,offer
4977,buy
4978,drink
4979,might
4980,perceive
4981,opponent
4982,keep
4983,look
4984,watch
4985,determine
4986,frighten
4987,upset
4988,wife
4989,late
4990,sherlock
4991,would
4992,play
4993,slow
4994,game
4995,perhaps
4996,look
4997,watch
4998,order
4999,make
5000,fellow
5001,ill
5002,ease.or
5003,might
5004,see
5005,minute
5006,drop
5007,blood
5008,opponent
5009,sleeve
5010,deduce
5011,local
5012,serial
5013,murderer
5014,call
5015,police
5016,claim
5017,game
5018,hi
5019,lady
5020,gent
5021,hi
5022,lady
5023,gent
5024,yea
5025,think
5026,hot
5027,chick
5028,get
5029,know
5030,n't
5031,geek
5032,internet
5033,day
5034,woman
5035,international
5036,master
5037,china
5038,current
5039,history
5040,student
5041,university
5042,college
5043,london
5044,thorough
5045,research
5046,chess
5047,history
5048,culture
5049,development
5050,almost
5051,year
5052,call
5053,fellow
5054,“
5055,chess
5056,historian
5057,”
5058,well
5059,dont
5060,u
5061,wim
5062,mark
5063,flag
5064,uk
5065,..
5066,play
5067,hyperbullet
5068,arena
5069,gamee
5070,low
5071,rat
5072,playerbaby
5073,sister
5074,constantly
5075,annoy
5076,never
5077,even
5078,baby
5079,wife
5080,give
5081,1
5082,hour
5083,undisturbed
5084,time
5085,day
5086,go
5087,walk
5088,play
5089,chess
5090,golamaaljr
5091,'m
5092,sure
5093,something
5094,like
5095,``
5096,random
5097,ryan
5098,''
5099,think
5100,2233
5101,peak
5102,idk
5103,shut
5104,cus
5105,sister
5106,take
5107,rating
5108,trusted
5109,never
5110,post
5111,play
5112,chess
5113,since
5114,kid
5115,'m
5116,good
5117,...
5118,yet
5119,like
5120,play
5121,'ve
5122,eye
5123,dgt
5124,centaur
5125,quite
5126,time
5127,finally
5128,pull
5129,trigger
5130,today
5131,'m
5132,pretty
5133,excite
5134,``
5135,someone
5136,''
5137,play
5138,wo
5139,n't
5140,laugh
5141,make
5142,stupid
5143,move
5144,complain
5145,'m
5146,take
5147,long
5148,move
5149,fun
5150,tell
5151,someone
5152,...
5153,wife
5154,n't
5155,understand
5156,thanks
5157,listen
5158,ugly
5159,e
5160,girl
5161,ugly
5162,e
5163,girl
5164,ugly
5165,e
5166,girl
5167,ugly
5168,e
5169,girl
5170,ugly
5171,e
5172,girl
5173,verify
5174,top
5175,100
5176,many
5177,female
5178,player
5179,sitehttps
5180,//2700chess.com/
5181,per-page=100
5182,according
5183,2700
5184,site
5185,13
5186,woman
5187,fide
5188,rating
5189,2500
5190,'s
5191,hard
5192,imagine
5193,'d
5194,among
5195,top
5196,player
5197,since
5198,may
5199,100
5200,active
5201,gms
5202,world
5203,...
5204,60
5205,woman
5206,top
5207,200
5208,seem
5209,...
5210,let
5211,'s
5212,put
5213,nicely
5214,...
5215,mislead
5216,best
5217,think
5218,name
5219,use
5220,dark
5221,mythology
5222,sister
5223,devil
5224,think
5225,everyone
5226,able
5227,play
5228,want
5229,want
5230,girl
5231,beat
5232,men
5233,chess
5234,go
5235,'s
5236,interest
5237,assiduous
5238,player
5239,men
5240,'s
5241,men
5242,play
5243,competition
5244,whereas
5245,woman
5246,play
5247,fun
5248,want
5249,girl
5250,beat
5251,men
5252,chess
5253,go
5254,'s
5255,interest
5256,assiduous
5257,player
5258,men
5259,'s
5260,men
5261,play
5262,competition
5263,whereas
5264,woman
5265,play
5266,fun
5267,woman
5268,make
5269,different
5270,want
5271,girl
5272,beat
5273,men
5274,chess
5275,go
5276,want
5277,girl
5278,beat
5279,men
5280,chess
5281,go
5282,'s
5283,interest
5284,assiduous
5285,player
5286,men
5287,'s
5288,men
5289,play
5290,competition
5291,whereas
5292,woman
5293,play
5294,fun
5295,imagine
5296,transgenders
5297,allow
5298,play
5299,woman
5300,'s
5301,chess
5302,tournament
5303,right
5304,wfm
5305,n't
5306,remember
5307,lol
5308,woman
5309,'s
5310,would
5311,gaprindashvili
5312,chess
5313,play
5314,90
5315,male
5316,time
5317,lady
5318,acheived
5319,high
5320,standard
5321,mention
5322,exceptional
5323,accomplishment
5324,gender-separate
5325,event
5326,gender-specific
5327,title
5328,encourage
5329,female
5330,participate
5331,chess
5332,people
5333,actually
5334,take
5335,time
5336,think
5337,instead
5338,ask
5339,forum
5340,think
5341,would
5342,bring
5343,woman
5344,game
5345,chess
5346,give
5347,woman
5348,start
5349,play
5350,high
5351,chance
5352,get
5353,invest
5354,chess
5355,seriously
5356,title
5357,without
5358,demotivated
5359,also
5360,cm
5361,title
5362,give
5363,weak
5364,player
5365,country
5366,promote
5367,chess
5368,rare
5369,chess
5370,player
5371,dont
5372,get
5373,demotivated
5374,next
5375,time
5376,instead
5377,ask
5378,rudely
5379,maybe
5380,think
5381,5
5382,second
5383,use
5384,brain
5385,yes
5386,saw
5387,yet
5388,another
5389,thread
5390,ask
5391,different
5392,title
5393,men
5394,woman
5395,well
5396,go
5397,library
5398,look
5399,look
5400,like
5401,total
5402,moron
5403,hand
5404,could
5405,look
5406,back
5407,thu
5408,pile
5409,thread
5410,site
5411,find
5412,answer
5413,look
5414,like
5415,total
5416,moron
5417,lol
5418,people
5419,actually
5420,take
5421,time
5422,think
5423,instead
5424,ask
5425,forum
5426,think
5427,would
5428,bring
5429,woman
5430,game
5431,chess
5432,give
5433,woman
5434,start
5435,play
5436,high
5437,chance
5438,get
5439,invest
5440,chess
5441,seriously
5442,title
5443,without
5444,demotivated
5445,also
5446,cm
5447,title
5448,give
5449,weak
5450,player
5451,country
5452,promote
5453,chess
5454,rare
5455,chess
5456,player
5457,dont
5458,get
5459,demotivated
5460,next
5461,time
5462,instead
5463,ask
5464,rudely
5465,maybe
5466,think
5467,5
5468,second
5469,use
5470,brain
5471,idk
5472,maybe
5473,encourage
5474,female
5475,play
5476,chess
5477,make
5478,gm
5479,title
5480,easy
5481,past
5482,woman
5483,allow
5484,participate
5485,quite
5486,activity
5487,allow
5488,vote
5489,allow
5490,saloon
5491,allow
5492,lawyer
5493,architect
5494,doctor
5495,--
5496,list
5497,long
5498,allow
5499,coffehouses
5500,pub
5501,gentleman
5502,'s
5503,club
5504,place
5505,chess
5506,play
5507,course
5508,woman
5509,chess
5510,player
5511,play
5512,serious
5513,play
5514,home
5515,amusement
5516,ok
5517,past
5518,woman
5519,allow
5520,participate
5521,quite
5522,activity
5523,allow
5524,vote
5525,allow
5526,saloon
5527,allow
5528,lawyer
5529,architect
5530,doctor
5531,--
5532,list
5533,long
5534,allow
5535,coffehouses
5536,pub
5537,gentleman
5538,'s
5539,club
5540,place
5541,chess
5542,play
5543,course
5544,woman
5545,chess
5546,player
5547,play
5548,serious
5549,play
5550,home
5551,amusement
5552,ok
5553,woman
5554,different
5555,men
5556,n't
5557,notice
5558,many
5559,thing
5560,men
5561,good
5562,woman
5563,many
5564,thing
5565,woman
5566,good
5567,men
5568,woman
5569,know
5570,inferior
5571,men
5572,come
5573,chess
5574,title
5575,compete
5576,fair
5577,opposition
5578,time
5579,cry
5580,sexism
5581,misogyny
5582,good
5583,commentator
5584,say
5585,judit
5586,polgar
5587,great
5588,time
5589,woman
5590,'s
5591,chess
5592,yifan
5593,would
5594,beat
5595,hand
5596,blindfold
5597,upside
5598,two
5599,lady
5600,need
5601,settle
5602,score
5603,commentator
5604,say
5605,judit
5606,polgar
5607,great
5608,time
5609,woman
5610,'s
5611,chess
5612,yifan
5613,would
5614,beat
5615,hand
5616,blindfold
5617,upside
5618,two
5619,lady
5620,need
5621,settle
5622,score
5623,cant
5624,understand
5625,many
5626,people
5627,site
5628,emotionally
5629,needy
5630,op
5631,thread
5632,come
5633,complete
5634,stranger
5635,internet
5636,validation
5637,think
5638,something
5639,good
5640,want
5641,recognition
5642,someone
5643,--
5644,anyone
5645,see
5646,time
5647,thread
5648,title
5649,like
5650,``
5651,rating
5652,1500
5653,good
5654,one
5655,year
5656,''
5657,``
5658,beat
5659,first
5660,2000+
5661,opponent
5662,''
5663,one
5664,cares
5665,people
5666,wrap
5667,life
5668,care
5669,random
5670,stranger
5671,get
5672,98.6
5673,accuracy
5674,rating
5675,need
5676,emotional
5677,validation
5678,life
5679,go
5680,ask
5681,mother
5682,love
5683,cant
5684,understand
5685,many
5686,people
5687,site
5688,emotionally
5689,needy
5690,op
5691,thread
5692,come
5693,complete
5694,stranger
5695,internet
5696,validation
5697,think
5698,something
5699,good
5700,want
5701,recognition
5702,someone
5703,--
5704,anyone
5705,see
5706,time
5707,thread
5708,title
5709,like
5710,``
5711,rating
5712,1500
5713,good
5714,one
5715,year
5716,''
5717,``
5718,beat
5719,first
5720,2000+
5721,opponent
5722,''
5723,one
5724,cares
5725,people
5726,wrap
5727,life
5728,care
5729,random
5730,stranger
5731,get
5732,98.6
5733,accuracy
5734,rating
5735,need
5736,emotional
5737,validation
5738,life
5739,go
5740,ask
5741,mother
5742,love
5743,cant
5744,understand
5745,many
5746,people
5747,site
5748,emotionally
5749,needy
5750,op
5751,thread
5752,come
5753,complete
5754,stranger
5755,internet
5756,validation
5757,think
5758,something
5759,good
5760,want
5761,recognition
5762,someone
5763,--
5764,anyone
5765,see
5766,time
5767,thread
5768,title
5769,like
5770,``
5771,rating
5772,1500
5773,good
5774,one
5775,year
5776,''
5777,``
5778,beat
5779,first
5780,2000+
5781,opponent
5782,''
5783,one
5784,cares
5785,people
5786,wrap
5787,life
5788,care
5789,random
5790,stranger
5791,get
5792,98.6
5793,accuracy
5794,rating
5795,need
5796,emotional
5797,validation
5798,life
5799,go
5800,ask
5801,mother
5802,love
5803,wot
5804,girl
5805,play
5806,boi
5807,opening
5808,'s
5809,strong
5810,player
5811,'s
5812,attractive
5813,player
5814,'s
5815,wfm
5816,expert
5817,buffalo
5818,girl
5819,see
5820,fischer
5821,claim
5822,could
5823,beat
5824,woman
5825,knight
5826,odds
5827,good
5828,n't
5829,think
5830,anyone
5831,give
5832,knight
5833,away
5834,polgar
5835,ju
5836,wenjun
5837,expect
5838,win
5839,fischer
5840,claim
5841,could
5842,beat
5843,woman
5844,knight
5845,odds
5846,good
5847,n't
5848,think
5849,anyone
5850,give
5851,knight
5852,away
5853,polgar
5854,ju
5855,wenjun
5856,expect
5857,win
5858,men
5859,good
5860,female
5861,first
5862,take
5863,account
5864,woman
5865,world
5866,champion
5867,http
5868,//en.wikipedia.org/wiki/women
5869,27s_world_chess_championshipbesides
5870,question
5871,controversial
5872,early
5873,similar
5874,thread
5875,may
5876,attract
5877,bad
5878,comment
5879,order
5880,prevent
5881,inappropriate
5882,comment
5883,'d
5884,like
5885,say
5886,following
5887,chess.com
5888,friendly
5889,community
5890,please
5891,best
5892,behavior
5893,respect
5894,interact
5895,others
5896,failure
5897,follow
5898,rule
5899,may
5900,result
5901,comment
5902,remove
5903,account
5904,close
5905,one
5906,guy
5907,somehow
5908,get
5909,99
5910,rating
5911,get
5912,many
5913,girlfriend
5914,crush
5915,death
5916,one
5917,guy
5918,somehow
5919,get
5920,99
5921,rating
5922,get
5923,many
5924,girlfriend
5925,crush
5926,death
5927,girl
5928,think
5929,'s
5930,huge
5931,...
5932,talent
5933,...
5934,could
5935,play
5936,beth
5937,harmon
5938,well
5939,film
5940,viktor
5941,korchnoi
5942,dramatic
5943,fight
5944,anatoly
5945,karpov
5946,disadvantage
5947,stun
5948,woman
5949,happy
5950,end
5951,beated
5952,fm
5953,wim
5954,everybody
5955,know
5956,least
5957,title
5958,movie
5959,``
5960,without
5961,daughter
5962,''
5963,little
5964,lady
5965,sit
5966,coffee
5967,table-
5968,n't
5969,even
5970,look
5971,board
5972,'s
5973,already
5974,play
5975,mind
5976,'s
5977,mostly
5978,raise
5979,revenue
5980,``
5981,title
5982,''
5983,joke
5984,chess
5985,community
5986,still
5987,get
5988,nice
5989,id
5990,card
5991,picture
5992,probably
5993,useful
5994,impress
5995,folk
5996,n't
5997,know
5998,anything
5999,chess
6000,oh
6001,pick
6002,chick
6003,bar
6004,know
6005,chess
6006,turn
6007,lady
6008,...
6009,smiling
6010,laugh
6011,thanks
6012,reply
6013,already
6014,id
6015,suppose
6016,pick
6017,chick
6018,'m
6019,married
6020,married
6021,whipsaw24
6022,wife
6023,read
6024,post
6025,haha
6026,smiling
6027,laugh
6028,thanks
6029,reply
6030,already
6031,id
6032,suppose
6033,pick
6034,chick
6035,'m
6036,married
6037,resign
6038,phone
6039,ring
6040,wife
6041,come
6042,home
6043,etc
6044,sometimes
6045,resign
6046,win
6047,n't
6048,feel
6049,like
6050,play
6051,endgame
6052,resign
6053,player
6054,let
6055,time
6056,run
6057,purpose
6058,block
6059,accept
6060,draw
6061,offer
6062,matter
6063,position
6064,fine
6065,refer
6066,'basic
6067,burgess
6068,muller
6069,lamprecht
6070,'fundamental
6071,de
6072,la
6073,ville
6074,'must
6075,know
6076,averbach
6077,'essential
6078,others
6079,fail
6080,acknowledge
6081,lucena
6082,'s
6083,theory
6084,call
6085,bridge
6086,rest
6087,world
6088,wife
6089,call
6090,'lucena
6091,'s
6092,position
6093,'lucena
6094,'s
6095,bridge
6096,luis
6097,ramírez
6098,de
6099,lucena
6100,1465
6101,–
6102,1530
6103,challenge
6104,wfm
6105,accept
6106,without
6107,nuisance
6108,....
6109,guess
6110,opponent
6111,try
6112,challenge
6113,either
6114,’
6115,accept
6116,challenge
6117,’
6118,bug
6119,maybe
6120,mother
6121,order
6122,go
6123,buy
6124,vegetable
6125,prefer
6126,der
6127,springer
6128,knight
6129,die
6130,dame
6131,queen
6132,n't
6133,girl
6134,holy
6135,mother
6136,pearl
6137,'s
6138,bad
6139,joe
6140,biden
6141,holy
6142,mother
6143,pearl
6144,'s
6145,bad
6146,joe
6147,biden
6148,lol
6149,get
6150,beat
6151,girl
6152,hi
6153,everyone
6154,.....
6155,play
6156,team
6157,45+45
6158,league
6159,fics
6160,complete
6161,t81
6162,season
6163,well
6164,win
6165,championship
6166,personal
6167,result
6168,best
6169,ive
6170,ever
6171,5
6172,win
6173,1
6174,draw
6175,season
6176,long
6177,break
6178,next
6179,season
6180,sort
6181,look
6182,way
6183,keep
6184,motivation
6185,continue
6186,work
6187,hard
6188,chess
6189,break
6190,league
6191,play
6192,may
6193,play
6194,icc
6195,g3
6196,qualifier
6197,championship
6198,take
6199,next
6200,week
6201,im
6202,sure
6203,maybe
6204,continue
6205,read
6206,five
6207,crowns
6208,book
6209,yasser
6210,seirawan
6211,jonathon
6212,tisdell
6213,start
6214,read
6215,back
6216,perhaps
6217,work
6218,pile
6219,chess
6220,life
6221,issue
6222,accumulate
6223,study
6224,another
6225,option
6226,could
6227,arrange
6228,training
6229,game
6230,friendly
6231,titled
6232,player
6233,im
6234,sure
6235,im
6236,ready
6237,yet
6238,another
6239,thought
6240,tactical
6241,training
6242,couple
6243,season
6244,ago
6245,team
6246,also
6247,win
6248,championship
6249,end
6250,season
6251,rating
6252,climb
6253,2001
6254,unfortunatey
6255,next
6256,two
6257,season
6258,didnt
6259,well
6260,rating
6261,go
6262,way
6263,1801
6264,sometime
6265,struggle
6266,time
6267,analyze
6268,game
6269,wim
6270,anna
6271,kantane
6272,realize
6273,really
6274,need
6275,work
6276,tactic
6277,suggest
6278,study
6279,winning
6280,chess
6281,tactics
6282,juniors
6283,work
6284,book
6285,5
6286,time
6287,move
6288,woodpecker
6289,method
6290,axel
6291,smith
6292,hans
6293,tikkanen
6294,well
6295,ive
6296,complete
6297,5
6298,lap
6299,hays
6300,book
6301,feel
6302,influence
6303,recent
6304,successful
6305,season
6306,rating
6307,rise
6308,1801
6309,ro
6310,1948
6311,however
6312,im
6313,really
6314,feel
6315,like
6316,move
6317,woodpecker
6318,method
6319,yet
6320,....
6321,feel
6322,like
6323,go
6324,process
6325,tactic
6326,book
6327,hays
6328,book
6329,...
6330,work
6331,5
6332,time
6333,move
6334,another
6335,one
6336,think
6337,thats
6338,'ll
6339,want
6340,start
6341,thread
6342,keep
6343,motivation
6344,high
6345,keep
6346,track
6347,progress
6348,time
6349,time
6350,'ll
6351,make
6352,post
6353,progress
6354,book
6355,various
6356,puzzle
6357,rating
6358,'ve
6359,puzzle
6360,chess.com
6361,recently
6362,start
6363,puzzle
6364,chess24
6365,one
6366,also
6367,use
6368,monitor
6369,progress
6370,want
6371,get
6372,busy
6373,top
6374,chess
6375,board
6376,wife
6377,would
6378,n't
6379,go
6380,hat
6381,chess
6382,total
6383,patzer
6384,wife
6385,make
6386,think
6387,'s
6388,girlfriend
6389,picture
6390,clearly
6391,edit
6392,remove
6393,background
6394,decode
6395,mother
6396,fruit
6397,cakers
6398,gabor
6399,sister
6400,hungarian-american
6401,actress
6402,good
6403,chess
6404,hi
6405,13
6406,start
6407,play
6408,chess
6409,chess
6410,club
6411,10
6412,think
6413,possible
6414,become
6415,wgm
6416,future
6417,best
6418,way
6419,improve
6420,idk
6421,lot
6422,process
6423,seem
6424,likely
6425,within
6426,next
6427,20
6428,year
6429,really
6430,grind
6431,could
6432,reach
6433,wgm
6434,title
6435,generally
6436,gms
6437,wgms
6438,provide
6439,study
6440,chess
6441,entire
6442,life
6443,start
6444,around
6445,four
6446,five
6447,reach
6448,im
6449,title
6450,around
6451,teen
6452,reach
6453,gm
6454,title
6455,twenty
6456,feel
6457,like
6458,really
6459,study
6460,put
6461,heart
6462,might
6463,able
6464,become
6465,wgm
6466,thirty
6467,levy
6468,rozman
6469,good
6470,example
6471,yet
6472,become
6473,gm
6474,25
6475,past
6476,age
6477,gms
6478,get
6479,title
6480,'s
6481,never
6482,really
6483,late
6484,least
6485,opinion
6486,may
6487,extremely
6488,wrong
6489,look
6490,information
6491,'ve
6492,see
6493,around
6494,short
6495,time
6496,chess
6497,world
6498,n't
6499,think
6500,'m
6501,far
6502,cool
6503,im
6504,like
6505,super
6506,weird
6507,cool
6508,girl
6509,go
6510,fun
6511,would
6512,n't
6513,'m
6514,little
6515,girl
6516,would
6517,n't
6518,'m
6519,little
6520,girl
6521,btw
6522,watch
6523,queen
6524,gambit
6525,situation
6526,janitor
6527,teach
6528,little
6529,girl
6530,respect
6531,opponent
6532,nothing
6533,whether
6534,position
6535,learn
6536,something
6537,without
6538,queen
6539,http
6540,//tse1.mm.bing.net/th
6541,id=ogc.2a89290748b80d9f176fce893f087a77
6542,pid=api
6543,rurl=https
6544,3a
6545,2f
6546,2fmedia.giphy.com
6547,2fmedia
6548,2fgfb1q20sxkzja5wqxl
6549,2fgiphy.gif
6550,ehk=fautazipnkty9yponerq7
6551,2b2
6552,2bjkojopewswvk
6553,2bvr7g1k
6554,3d
6555,king
6556,sit
6557,like
6558,bump
6559,log
6560,wife
6561,work
6562,king
6563,bad
6564,sit
6565,around
6566,like
6567,bump
6568,log
6569,wife
6570,work
6571,girl
6572,unclear
6573,...
6574,btw
6575,elton
6576,john
6577,still
6578,sing
6579,girl
6580,course
6581,help
6582,'s
6583,alive
6584,well
6585,30
6586,second
6587,usually
6588,enough
6589,wife
6590,say
6591,wish
6592,could
6593,last
6594,60
6595,second
6596,watch
6597,2400
6598,wfm
6599,play
6600,1100
6601,odds
6602,calculate
6603,+15
6604,word
6605,wfm
6606,play
6607,without
6608,queen
6609,two
6610,minor
6611,piece
6612,maybe
6613,+2
6614,per
6615,200
6616,rating
6617,point
6618,wonder
6619,hypothetically
6620,someone
6621,want
6622,get
6623,title
6624,free
6625,membership
6626,would
6627,possible
6628,male
6629,identify
6630,female
6631,try
6632,get
6633,wcm
6634,title
6635,asking
6636,friend
6637,'s
6638,'m
6639,really
6640,ask
6641,``
6642,fide
6643,'s
6644,stance
6645,trans
6646,woman
6647,''
6648,entitle
6649,status
6650,woman
6651,actually
6652,im
6653,interested
6654,know
6655,fide
6656,'s
6657,policy
6658,around
6659,trans
6660,people
6661,man
6662,believe
6663,'re
6664,woman
6665,get
6666,womens
6667,title
6668,allow
6669,get
6670,regular
6671,title
6672,actually
6673,im
6674,interested
6675,know
6676,fide
6677,'s
6678,policy
6679,around
6680,trans
6681,people
6682,man
6683,believe
6684,'re
6685,woman
6686,get
6687,womens
6688,title
6689,allow
6690,get
6691,regular
6692,title
6693,ca
6694,n't
6695,go
6696,woman
6697,restroom
6698,wear
6699,skirt
6700,even
6701,gown
6702,even
6703,mutilate
6704,genital
6705,area
6706,bear
6707,male
6708,male
6709,ca
6710,n't
6711,go
6712,woman
6713,restroom
6714,wear
6715,skirt
6716,even
6717,gown
6718,even
6719,mutilate
6720,genital
6721,area
6722,bear
6723,male
6724,male
6725,views
6726,follower
6727,good
6728,lord
6729,want
6730,bet
6731,smarticecream
6732,love
6733,facebook
6734,cool
6735,...
6736,chick
6737,know
6738,joke
6739,old
6740,woman
6741,wife
6742,mute
6743,lot
6744,say
6745,see
6746,wgm
6747,1300
6748,rating
6749,discussion
6750,could
6751,n't
6752,participate
6753,would
6754,go
6755,go
6756,along
6757,line
6758,b
6759,like
6760,``
6761,bring
6762,game
6763,mass
6764,''
6765,``
6766,promote
6767,game
6768,''
6769,exactly
6770,win
6771,event
6772,boom
6773,wgm
6774,already
6775,rating
6776,require
6777,become
6778,wnm
6779,wcm
6780,wfm
6781,wim
6782,wgm
6783,rating
6784,require
6785,become
6786,wnm
6787,wcm
6788,wfm
6789,wim
6790,wgm
6791,rating
6792,require
6793,become
6794,wnm
6795,wcm
6796,wfm
6797,wim
6798,wgm
6799,rating
6800,require
6801,become
6802,wnm
6803,wcm
6804,wfm
6805,wim
6806,wgm
6807,rating
6808,require
6809,become
6810,wnm
6811,wcm
6812,wfm
6813,wim
6814,wgm
6815,rating
6816,require
6817,become
6818,wnm
6819,wcm
6820,wfm
6821,wim
6822,wgm
6823,age
6824,rating
6825,become
6826,wcm
6827,http
6828,//en.wikipedia.org/wiki/fide_titles
6829,woman_candidate_master_
6830,wcm
6831,yes
6832,possible
6833,nm/im/gm
6834,gender-neutral
6835,anyone
6836,compete
6837,high
6838,level
6839,competition
6840,get
6841,wim/wgm
6842,title
6843,exclusive
6844,women-only
6845,tournament
6846,objectively
6847,represent
6848,low
6849,skill
6850,rating
6851,gender-neutral
6852,title
6853,wgm
6854,may
6855,comparable
6856,skill
6857,im
6858,example
6859,titles
6860,title
6861,open
6862,door
6863,even
6864,wcm
6865,think
6866,low
6867,one
6868,get
6869,woman
6870,prefer
6871,wgm
6872,title
6873,``
6874,gm
6875,''
6876,prefer
6877,gender-neutral
6878,title
6879,n't
6880,like
6881,concept
6882,woman
6883,'s
6884,title
6885,think
6886,either
6887,approach
6888,fine
6889,personal
6890,preference
6891,women
6892,gender
6893,neutral
6894,title
6895,usually
6896,strong
6897,player
6898,though
6899,yet
6900,little
6901,sister
6902,loses
6903,best
6904,game
6905,ive
6906,see
6907,hillarious
6908,hi
6909,u
6910,mean
6911,one
6912,play
6913,without
6914,suit
6915,'s
6916,stupid
6917,-_-
6918,wow
6919,chess
6920,gentleman
6921,'s
6922,game
6923,girl
6924,play
6925,'m
6926,highly
6927,offend
6928,lol
6929,know
6930,judit
6931,polgar
6932,title
6933,gm
6934,im
6935,super-gm
6936,wgm
6937,would
6938,nice
6939,bot
6940,make
6941,become
6942,available
6943,without
6944,membership
6945,always
6946,debate
6947,great
6948,player
6949,time
6950,question
6951,whatsoever
6952,great
6953,woman
6954,chess
6955,player
6956,time
6957,...
6958,judit
6959,polgar
6960,best
6961,woman
6962,player
6963,ever
6964,best
6965,junior
6966,player
6967,gender
6968,dominate
6969,junior
6970,scene
6971,like
6972,one
6973,think
6974,'s
6975,affiliated
6976,magnus
6977,site
6978,'s
6979,bot
6980,play
6981,magnus
6982,work
6983,chess
6984,24
6985,someone
6986,chess.com
6987,prioritise
6988,bot
6989,always
6990,debate
6991,great
6992,player
6993,time
6994,question
6995,whatsoever
6996,great
6997,woman
6998,chess
6999,player
7000,time
7001,...
7002,judit
7003,polgar
7004,read
7005,book
7006,watch
7007,video
7008,spend
7009,inordinate
7010,amount
7011,time
7012,chess
7013,poor
7014,girlfriend
7015,would
7016,agree
7017,improve
7018,'m
7019,actually
7020,get
7021,bad
7022,past
7023,two
7024,day
7025,'ve
7026,drop
7027,almost
7028,300
7029,point
7030,5
7031,minute
7032,blitz
7033,'m
7034,seriously
7035,consider
7036,quit
7037,love
7038,game
7039,'s
7040,frustrating
7041,beyond
7042,belief
7043,work
7044,hard
7045,something
7046,see
7047,progress
7048,see
7049,opposite
7050,progress
7051,fact
7052,advice
7053,chess
7054,play
7055,lot
7056,mind
7057,girl
7058,different
7059,mind
7060,boy
7061,different
7062,skill
7063,set
7064,benefit
7065,different
7066,way
7067,boy
7068,mean
7069,boy
7070,good
7071,thing
7072,girl
7073,girl
7074,good
7075,thing
7076,boy
7077,chess
7078,seem
7079,something
7080,easy
7081,boy
7082,base
7083,see
7084,drones
7085,girl
7086,best
7087,friend
7088,boy
7089,best
7090,friend
7091,action
7092,figure
7093,chess
7094,play
7095,lot
7096,mind
7097,girl
7098,different
7099,mind
7100,boy
7101,different
7102,skill
7103,set
7104,benefit
7105,different
7106,way
7107,boy
7108,mean
7109,boy
7110,good
7111,thing
7112,girl
7113,girl
7114,good
7115,thing
7116,boy
7117,chess
7118,seem
7119,something
7120,easy
7121,boy
7122,base
7123,see
7124,female
7125,participation
7126,fide
7127,15
7128,percentage
7129,reflect
7130,top
7131,100
7132,best
7133,chess
7134,player
7135,modern
7136,day
7137,believe
7138,view
7139,``
7140,nothing
7141,wrong
7142,woman
7143,'s
7144,tournament
7145,simply
7146,exist
7147,encourage
7148,woman
7149,get
7150,chess
7151,''
7152,simplistic
7153,well
7154,think
7155,one
7156,ur
7157,ur
7158,honey
7159,yur
7160,make
7161,wen
7162,phone
7163,rigns
7164,u
7165,anser
7166,n
7167,vioce
7168,``
7169,wut
7170,r
7171,u
7172,wit
7173,daughter
7174,''
7175,u
7176,tell
7177,ur
7178,girl
7179,n
7180,say
7181,``
7182,dad
7183,ded
7184,''
7185,phone
7186,wfm
7187,worried
7188,feminine
7189,man
7190,brothers
7191,sister
7192,sibling
7193,chess.com
7194,god
7195,misclicks
7196,descend
7197,bless
7198,mouse
7199,slipping
7200,blunder
7201,literally
7202,every
7203,game
7204,others
7205,choose
7206,god
7207,carry
7208,blunder
7209,every
7210,game
7211,try
7212,understand
7213,thread
7214,post
7215,complain
7216,fact
7217,title
7218,give
7219,woman
7220,understand
7221,problem
7222,fact
7223,title
7224,woman
7225,effect
7226,regular
7227,title
7228,``
7229,open
7230,``
7231,title
7232,example
7233,woman
7234,go
7235,defeat
7236,magnus
7237,carlsen
7238,title
7239,say
7240,reason
7241,upset
7242,woman
7243,'s
7244,title
7245,reason
7246,let
7247,ask
7248,baddy
7249,reverse
7250,situation
7251,titled
7252,woman
7253,man
7254,men
7255,beat
7256,deserve
7257,title
7258,special
7259,women-only
7260,tournament
7261,would
7262,female
7263,chess
7264,player
7265,place
7266,like
7267,iran
7268,saudi
7269,arabia
7270,many
7271,wgm
7272,title
7273,award
7274,win
7275,game
7276,vs
7277,player
7278,rat
7279,2400+
7280,respond
7281,say
7282,'s
7283,redundant
7284,weird
7285,insult
7286,sex
7287,woman
7288,matter
7289,freak
7290,respond
7291,say
7292,'s
7293,redundant
7294,weird
7295,insult
7296,sex
7297,woman
7298,matter
7299,freak
7300,special
7301,women-only
7302,tournament
7303,would
7304,female
7305,chess
7306,player
